NUM_UC,NUM_UC_ANEEL,SITUACAO_INICIAL,SITUACAO_ATUAL,SITUACAO_UC,LOCAL,CLASSE,GRUPO,TIPO_FASE,ETAPA,DT_ATIVACAO,DT_DISTRATO,MOTIV_DIST,IND_SOLICITAÇAO,FINALIDADE,FABRI_VEIC,MODELO_VEIC,ANO_VEIC,TIPO_VEIC,MOTOR_VEIC,STATUS_VEIC,CAPACIDADE_VEIC,QTE_VEIC,PERCURSO_SEMANAL,FREQ_CARGA_RESIDENCIA,FREQ_CARGA_SEMANAL,FREQ_CARGA_MADRUGADA,LOCAL_RECARGA,ELETROPOSTO_COPEL,STATUS_WALLBOX,MARCA_WALLB,POT_WALLB,STATUS_PORTATIL,MARCA_PORTATIL,POT_PORTATIL,TARIFA_SOCIAL,TARIFA_BRANCA,GD_BENE_INIC,GD_BENE_FIM,TIPO_GD_BENE,DATA_INICIO_GD,DATA_FIM_GD,TIPO_GD_GERA,POSSUI_GD_CLIENTE,DT_SITUACAO_UC,DT_MUD_TIT,MUD_TIT
103085459,566560903148.0,Ativo,Ativo,LG,PATO BRANCO,B1,1.0,TR,16.0,2026-03-01,,,,Pessoal,BYD,Song Plus,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,300.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2024-03-01,,,,,,N,2017-11-28,,
29684030,397918803110.0,Controle,Controle,LG,PINHAIS,B1,1.0,MO,18.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1200.0,Sempre,de 6 a 7 vezes por semana,Às vezes,Residência,S,S,BYD AC,entre 8 e 12 kW,N,,,N,N,2026-08-01,,,,,,N,2024-05-07,,
39078655,390524403164.0,Controle,Controle,LG,PINHAIS,B1,1.0,MO,18.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1200.0,Sempre,de 6 a 7 vezes por semana,Às vezes,Residência,S,S,BYD AC,entre 8 e 12 kW,N,,,N,N,2026-08-01,,,,,,N,2024-08-14,,
77808541,416593403190.0,Controle,Controle,LG,PINHAIS,B1,1.0,TR,14.0,2026-03-01,,,,Pessoal,BYD,Seal,,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,300.0,Sempre,1 vez por semana ou menos,Frequentemente,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2025-04-01,,,2025-04-01,,GDII,S,2008-12-09,,
88946185,166432903188.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,TR,18.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,400.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-06-01,,,2021-06-01,,GDI,S,2010-12-14,,
104071460,575474703194.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,TR,16.0,,,,,Pessoal,BYD,Dolphin,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,300.0,Sempre,1 vez por semana ou menos,Às vezes,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2022-11-01,,,2025-10-01,,GDI,S,2018-08-01,,
63985098,40418503107.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,BI,6.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,350.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência;Shopping,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2022-10-01,,,2022-09-01,,GDI,S,2006-03-13,,
86085697,283295003180.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,17.0,2026-03-01,,,,Trabalho,BYD,Dolphin,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,500.0,Às vezes,de 2 a 3 vezes por semana,Sempre,Residência;Eletroposto;Shopping;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2014-11-13,,
92963633,481130103128.0,Controle,Controle,LG,FOZ DO IGUACU,B1,1.0,BI,13.0,2026-03-01,,,,Pessoal,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1000.0,Frequentemente,de 4 a 5 vezes por semana,Frequentemente,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2024-12-01,,,2024-12-01,,GDII,S,2013-01-10,,
85700070,183793703133.0,Controle,Controle,LG,PATO BRANCO,B1,1.0,BI,8.0,2026-03-01,,,,Pessoal,BYD,Seal,2024.0,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,450.0,Sempre,1 vez por semana ou menos,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2021-01-01,,,2021-01-01,,GDI,S,2023-05-16,,
106306766,595643803100.0,Ativo,Ativo,LG,PATO BRANCO,B1,1.0,BI,5.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Não sei,1.0,1000.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-08-01,,,,,,N,2025-08-21,2025-10-01,
104242701,577016403109.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,Pessoal,BYD,Dolphin,,Carro,Eletrico,Proprio,Não sei,2.0,400.0,Sempre,de 2 a 3 vezes por semana,Às vezes,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2020-02-01,,,2020-01-01,,GDI,S,2018-10-03,,
107896214,609865503101.0,Reserva,Reserva,LG,SANTA TEREZINHA DE ITAIPU,B1,1.0,TR,13.0,,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,2.0,350.0,Às vezes,de 2 a 3 vezes por semana,Sempre,Residência;Eletroposto;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2023-01-01,,,2025-10-01,,GDII,S,2021-01-07,,
89305566,238239003116.0,Controle,Controle,LG,CASCAVEL,B1,1.0,TR,2.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,500.0,Sempre,1 vez por semana ou menos,Sempre,Residência;Trabalho;Shopping;Eletroposto;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2024-09-01,,,2024-09-01,,GDII,S,2013-12-23,,
111149053,638879203111.0,Reserva,Reserva,LG,ARAUCARIA,B1,1.0,BI,1.0,,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,700.0,Frequentemente,de 4 a 5 vezes por semana,Às vezes,Residência;Eletroposto;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-01-01,,,2025-11-01,,GDII,S,2024-12-26,,
84414278,157206003156.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,BI,18.0,,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1400.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2024-11-01,,,2024-11-01,,GDII,S,2008-07-26,,
110338901,631766103161.0,Reserva,Reserva,LG,PONTA GROSSA,B1,1.0,TR,13.0,,,,,Trabalho,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1200.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2025-05-01,,,2025-05-01,,GDII,S,2022-08-26,,
49814141,371501103162.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,BI,18.0,2026-03-01,,,,Pessoal,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,250.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2018-10-11,,
13898132,323895003127.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,TR,10.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,250.0,Frequentemente,1 vez por semana ou menos,Frequentemente,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2020-05-28,,
110832639,636109203150.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,BYD,Dolphin Plus,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,65.0,Sempre,1 vez por semana ou menos,Frequentemente,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2023-04-01,,,2023-04-01,,GDI,S,2022-11-25,,
110719255,635118703143.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,BI,3.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,200.0,Sempre,1 vez por semana ou menos,Sempre,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2022-10-27,,
93121954,480551603100.0,Reserva,Reserva,LG,COLOMBO,B1,1.0,BI,5.0,,,,,Trabalho,BYD,Dolphin plus,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,6000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-03-01,,,2026-03-01,,GDII,S,2024-04-02,2026-01-05,
105493228,588268603139.0,Ativo,Ativo,LG,FAZENDA RIO GRANDE,B1,1.0,BI,1.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2025-12-29,,
94000948,490497703162.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,BYD,Seal,2025.0,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,350.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2022-01-01,,,2019-03-01,,GDI,S,2015-04-15,,
79328628,176922503108.0,Controle,Controle,LG,CASCAVEL,B1,1.0,BI,18.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,350.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2025-01-01,,,2022-04-01,,GDI,S,2015-12-17,,
88120317,67939303148.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,BI,16.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1000.0,Frequentemente,de 4 a 5 vezes por semana,Sempre,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2010-07-28,,
72913746,27415303172.0,Ativo,Ativo,LG,ARAUCARIA,B1,1.0,TR,1.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,10.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2023-01-25,,
98349171,464822903167.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,BI,18.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1400.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2026-01-27,,
110995996,637513503113.0,Ativo,Ativo,CR,COLOMBO,B1,1.0,TR,2.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1600.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2026-07-01,,
21372039,53029003161.0,Controle,Controle,LG,MEDIANEIRA,B1,1.0,BI,1.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,2500.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência;Eletroposto;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-04-01,,,2025-10-01,,GDII,S,2016-04-27,,
43879870,205082103176.0,Ativo,Removido,LG,PINHAIS,B1,1.0,BI,2.0,2026-03-01,2026-04-18,TROCA DE TITULARIDADE,N,Trabalho,BYD,Dolphin Mini,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,500.0,Frequentemente,de 4 a 5 vezes por semana,Sempre,Residência;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2020-02-20,2026-04-18,S
91737222,459257303198.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,TR,19.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1100.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2020-09-01,,,2020-09-01,,GDI,S,2011-11-08,,
44649444,233154303190.0,Controle,Controle,LG,SAO JOSE DOS PINHAIS,B1,1.0,BI,13.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,40.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-08-01,,,,,,N,2011-05-01,,
92035434,474827303170.0,Reserva,Reserva,LG,FAZENDA RIO GRANDE,B1,1.0,BI,3.0,,,,,Trabalho,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1200.0,Frequentemente,de 6 a 7 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2025-12-01,,,2025-12-01,,GDII,S,2012-08-30,,
110701682,634966303134.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,TR,1.0,,,,,Pessoal,BYD,Dolphin Mini,2026.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,30.0,Sempre,1 vez por semana ou menos,Às vezes,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2025-10-01,,,2025-10-01,,GDII,S,2022-10-24,2025-08-11,
109671198,625832903184.0,Reserva,Reserva,LG,PALOTINA,B1,1.0,TR,2.0,,,,,Pessoal,BYD,Dolphin,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,500.0,Às vezes,de 2 a 3 vezes por semana,Frequentemente,Residência;,N,S,BYD AC,entre 8 e 12 kW,N,,,N,N,2025-07-01,,,2023-02-01,,GDI,S,2022-02-19,,
92410146,476837303150.0,Controle,Controle,LG,PATO BRANCO,B1,1.0,TR,13.0,2026-03-01,,,,Trabalho,BYD,Dolphin,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1500.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-02-01,,,,,,N,2012-10-08,2025-12-05,
86830635,94801603150.0,Controle,Controle,LG,FRANCISCO BELTRAO,B1,1.0,BI,15.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2026.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,2000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,2026-03-01,,,2024-07-01,,GDII,S,2010-07-29,,
97151050,519738203105.0,Ativo,Ativo,LG,TOLEDO,B1,1.0,BI,14.0,2026-03-01,,,,Pessoal,BYD,Seal,,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,200.0,Raramente,1 vez por semana ou menos,Frequentemente,Eletroposto;Shopping;Academia e mercado;,S,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2016-04-15,,
110572408,633844003132.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,BI,14.0,2026-03-01,,,,Trabalho,BYD,Dolphin GS,2026.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,1400.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2022-09-16,,
98012975,527372903122.0,Controle,Controle,LG,FOZ DO IGUACU,B1,1.0,TR,18.0,2026-03-01,,,,Pessoal,BYD,Seal,,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,300.0,Às vezes,1 vez por semana ou menos,Sempre,Residência;Shopping;,S,S,BYD AC,entre 8 e 12 kW,N,,,N,N,2024-07-01,,,2024-07-01,,GDII,S,2016-09-30,,
8477647,288174203142.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,BI,10.0,2026-03-01,,,,Trabalho,BYD,Dolphin Mini,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1.2,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência;,N,S,BYD,entre 4 e 8 kW,N,,,N,N,,,,,,,N,1984-12-14,2025-10-03,
87210240,404640903147.0,Ativo,Ativo,LG,IRATI,B1,1.0,TR,2.0,2026-03-01,,,,Pessoal,BMW,IX40,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,700.0,Às vezes,de 2 a 3 vezes por semana,Sempre,Residência;,S,S,BMW Plus,maior que 16 kW,N,,,N,N,,,,,,,N,2010-08-21,,
107295245,604434603178.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,9.0,,,,,Pessoal,AUDI,E-Tron Sportback,2022.0,Carro,Eletrico,Proprio,Maior que 80 kWh,2.0,400.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência;,S,S,Audi E-Tron,entre 8 e 12 kW,S,Audi e-tron Compact,entre 4 e 8 kW,N,N,2026-04-01,,,2025-06-01,,GDII,S,2024-07-23,,
4161165,367023203123.0,Reserva,Reserva,LG,PONTA GROSSA,B1,1.0,BI,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2019-03-01,,,2019-03-01,,GDI,S,1993-05-21,,
7003455,347175803170.0,Controle,Removido,LG,COLOMBO,B1,1.0,MO,6.0,2026-03-01,2026-03-12,TROCA DE TITULARIDADE,N,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2026-02-10,2026-03-12,S
10418148,96193203175.0,Controle,Controle,LG,PALMAS,B1,1.0,TR,1.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2021-07-28,,
18576230,300973003124.0,Controle,Controle,LG,SAO MATEUS DO SUL,B1,1.0,TR,10.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2019-12-24,,
18849512,48947803176.0,Reserva,Reserva,LG,UNIAO DA VITORIA,B1,1.0,BI,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2019-02-01,,,2019-02-01,,GDI,S,1975-10-20,,
24017833,102058903170.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,BI,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-11-01,,,2022-10-01,,GDI,S,2022-08-04,,
26353261,70997503165.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,1993-05-20,,
37542001,232383003125.0,Controle,Controle,LG,CASCAVEL,B1,1.0,BI,19.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,1998-01-23,,
53832540,271528203133.0,Reserva,Reserva,LG,MEDIANEIRA,B1,1.0,BI,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-01-01,,,2021-03-01,,GDI,S,2004-04-15,,
54782406,386063903198.0,Controle,Controle,LG,SAO JOSE DOS PINHAIS,B1,1.0,MO,6.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2023-04-27,2025-08-07,
67575153,357113603134.0,Controle,Controle,LG,FRANCISCO BELTRAO,B1,1.0,BI,19.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-10-01,,,,,,N,2006-10-26,2025-09-03,
68449933,238949103121.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2006-12-26,,
71460969,17580603164.0,Reserva,Reserva,LG,FAZENDA RIO GRANDE,B1,1.0,BI,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2023-01-01,,,2022-12-01,,GDI,S,2026-04-01,,
73661783,163523503121.0,Controle,Controle,LG,FOZ DO IGUACU,B1,1.0,TR,1.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2020-04-03,,
78620929,380584503141.0,Controle,Controle,LG,CHOPINZINHO,B1,1.0,TR,8.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-08-01,,,,,,N,2022-11-04,,
84569093,63241103115.0,Reserva,Reserva,LG,FAZENDA RIO GRANDE,B1,1.0,BI,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-10-01,,,2024-10-01,,GDII,S,2019-06-17,,
87093561,35758903182.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-09-01,,,2025-09-01,,GDII,S,2010-05-25,,
88396371,111850603141.0,Controle,Removido,LG,PINHAIS,B1,1.0,TR,3.0,2026-03-01,2026-04-15,TROCA DE TITULARIDADE,N,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2010-11-05,2026-04-15,S
91526370,457282903134.0,Controle,Controle,LG,PINHAIS,B1,1.0,TR,14.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-08-01,,,,,,N,2011-09-29,,
92124240,475516703140.0,Reserva,Reserva,LG,FAZENDA RIO GRANDE,B1,1.0,BI,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2022-06-01,,,2022-05-01,,GDI,S,2012-10-03,,
92187595,450186103197.0,Controle,Controle,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,7.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2025-07-01,2025-07-01,
94617546,496603403160.0,Controle,Controle,LG,SAO JOAO,B1,1.0,BI,9.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-12-01,,,,,,N,2017-07-05,2025-11-20,
96579137,513521103114.0,Reserva,Reserva,LG,UNIAO DA VITORIA,B1,1.0,TR,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2020-04-01,,,2020-04-01,,GDI,S,2014-10-08,,
98555413,532536603192.0,Reserva,Reserva,LG,BALSA NOVA,B1,1.0,BI,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-11-01,,,2025-11-01,,GDII,S,2018-02-06,,
99213451,466794303132.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-06-01,,,2026-05-01,,GDII,S,2012-03-28,,
99506890,469362203173.0,Reserva,Reserva,LG,PINHAIS,B1,1.0,TR,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-04-01,,,2025-04-01,,GDII,S,2012-05-16,,
99509725,469489103161.0,Controle,Removido,LG,DOIS VIZINHOS,B1,1.0,BI,7.0,2026-03-01,2026-05-07,TROCA DE TITULARIDADE,N,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2026-05-07,2026-05-07,S
100124992,538408103145.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2016-01-27,,
101341792,550002703109.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,TR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-06-01,,,2025-06-01,,GDII,S,2017-01-20,,
101474237,551279703166.0,Controle,Controle,LG,PATO BRANCO,B1,1.0,BI,4.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-03-01,,,,,,N,2016-11-21,2026-01-13,
102006288,556374903177.0,Reserva,Reserva,LG,PONTA GROSSA,B1,1.0,TR,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-05-01,,,2024-08-01,,GDII,S,2017-03-24,,
102197784,558218403155.0,Controle,Controle,LG,ARAUCARIA,B1,1.0,BI,13.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,N,2025-08-18,,
102270180,558912203125.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,TR,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2022-02-01,,,2022-02-01,,GDI,S,2018-06-14,,
103764941,572690103127.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2019-06-01,,,2019-05-01,,GDI,S,2018-05-15,,
105667226,,Reserva,Reserva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
107056143,602302703109.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,BI,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2021-02-01,,,2021-02-01,,GDI,S,2020-07-21,,
107778963,608811603158.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2022-08-01,,,2026-06-01,,GDII,S,2020-12-11,,
108488675,615253003169.0,Reserva,Reserva,LG,PATO BRANCO,B1,1.0,TR,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2025-07-01,,,2025-07-01,,GDII,S,2021-05-27,,
109529626,624576903150.0,Reserva,Reserva,LG,PATO BRANCO,B1,1.0,TR,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-10-01,,,2024-10-01,,GDI,S,2022-01-17,,
110240693,630898903187.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2023-08-01,,,2023-07-01,,GDII,S,2022-07-06,,
112138667,647924303198.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,TR,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-02-01,,,2025-12-01,,GDII,S,2023-10-16,,
112309224,649488803103.0,Reserva,Reserva,LG,ARAUCARIA,B1,1.0,BI,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-03-01,,,2024-01-01,,GDII,S,2023-11-30,,
112868290,654654803150.0,Controle,Controle,LG,PITANGA,B1,1.0,BI,17.0,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2026-03-01,,,,,,N,2024-04-12,2026-01-08,
