NUM_UC,NUM_UC_ANEEL,SITUACAO_INICIAL,SITUACAO_ATUAL,SITUACAO_UC,LOCAL,CLASSE,GRUPO,TIPO_FASE,ETAPA,DT_ATIVACAO,DT_DISTRATO,MOTIV_DIST,IND_SOLICITAÇAO,FINALIDADE,FABRI_VEIC,MODELO_VEIC,ANO_VEIC,TIPO_VEIC,MOTOR_VEIC,STATUS_VEIC,CAPACIDADE_VEIC,QTE_VEIC,PERCURSO_SEMANAL,FREQ_CARGA_RESIDENCIA,FREQ_CARGA_SEMANAL,FREQ_CARGA_MADRUGADA,LOCAL_RECARGA,ELETROPOSTO_COPEL,STATUS_WALLBOX,MARCA_WALLB,POT_WALLB,STATUS_PORTATIL,MARCA_PORTATIL,POT_PORTATIL,TARIFA_SOCIAL,TARIFA_BRANCA,GD_BENE_INIC,GD_BENE_FIM,TIPO_GD_BENE,DATA_INICIO_GD,DATA_FIM_GD,TIPO_GD_GERA,POSSUI_GD_CLIENTE,DT_SITUACAO_UC,DT_MUD_TIT,MUD_TIT
81649282,343418603176.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,MO,12.0,2026-03-01,,,,Pessoal,WATTS,W125,,Moto,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,90.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,Watts W160,menor que 4 kW,N,N,,,,,,,N,2009-07-21,,
10039589,237990803133.0,Controle,Controle,LG,MARECHAL CANDIDO RONDON,B1,1.0,TR,9.0,2026-03-01,,,,Pessoal,VOLVO,EX30 Extended Range,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,350.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência;Shopping;Eletroposto,N,S,WEG WALL G2,entre 4 e 8 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,2025-03-01,,,2025-03-01,,GDII,S,2023-12-26,,
114919151,673378403102.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,4.0,2026-03-01,,,,Pessoal,VOLVO,EX30 Cross Country,2026.0,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,300.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência;Eletroposto;,S,S,WEG WALL G2,entre 4 e 8 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,,,,,,,N,2025-07-30,,
108042499,611193603116.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,TR,6.0,2026-03-01,,,,Pessoal,VOLVO,XC40 P8,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,500.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;Trabalho;Shopping;Eletroposto;,S,S,WEG WALL G2,entre 4 e 8 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,,,,,,,N,2021-07-15,,
91887801,473956203121.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,BI,16.0,2026-03-01,,,,Pessoal,VOLVO,EX30,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,400.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência;,S,S,WEG WALL G2,entre 4 e 8 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,2021-11-01,,,2021-11-01,,GDI,S,2012-12-28,,
103443452,569782503188.0,Reserva,Reserva,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,13.0,,,,,Pessoal,VOLVO,C40 Ultimate,2023.0,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,500.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,S,S,WEG WALL G2,entre 4 e 8 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,2025-03-01,,,2023-10-01,,GDII,S,2018-02-26,,
105145530,585103403182.0,Reserva,Reserva,LG,PATO BRANCO,B1,1.0,TR,13.0,,,,,Pessoal,VOLVO,XC40 P8 Ultimate,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,250.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência,S,N,,,S,VOLVO MOBILE,menor que 4 kW,N,N,2020-07-01,,,2025-06-01,,GDII,S,2019-04-22,,
92680356,479490903174.0,Ativo,Ativo,LG,TOLEDO,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,VOLVO,XC40 P8,2022.0,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,300.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência;Eletroposto,S,S,Enel X Waybox,entre 8 e 12 kW,S,VOLVO MOBILE,menor que 4 kW,N,N,,,,,,,N,2021-08-11,,
95962468,510116403100.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,VOLVO,XC40,,Carro,Eletrico,Proprio,Não sei,1.0,30.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência,N,N,,,S,VOLVO MOBILE,menor que 4 kW,N,N,,,,,,,N,2014-07-17,,
108939154,619281503190.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,BI,16.0,2026-03-01,,,,Pessoal,VOLVO,EX30,2025.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,300.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência,S,S,WEG WALL G2,entre 8 e 12 kW,S,Joog,menor que 4 kW,N,N,,,,,,,N,2026-05-26,,
80232795,383515003121.0,Ativo,Ativo,LG,COLOMBO,B1,1.0,BI,17.0,2026-03-01,,,,Pessoal,VOLVO,EX30 Ultra,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,500.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,S,S,WEG WALL G2,entre 4 e 8 kW,N,,,N,N,2023-05-01,,,2023-05-01,,GDI,S,2005-02-24,,
105639087,589591903104.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,TR,10.0,2026-03-01,,,,Pessoal,VOLVO,XC40,2024.0,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,250.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,WEG WALL G2,entre 4 e 8 kW,N,,,N,N,2023-04-01,,,2023-04-01,,GDI,S,2019-08-13,,
96507284,513181703148.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,Pessoal,VOLVO,XC60,,Carro,Hibrido,Proprio,Não sei,1.0,350.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,S,WEG WALL G2,entre 4 e 8 kW,N,,,N,N,2026-08-01,,,,,,N,2023-09-29,,
98761196,533448103163.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,Pessoal,VOLVO,XC60,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,60.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,S,N,,,N,,,N,N,,,,,,,N,2015-10-05,,
103518517,570462903169.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,11.0,2026-03-01,,,,Pessoal,VOLVO,XC40,,Carro,Eletrico,Proprio,Maior que 80 kWh,1.0,100.0,Sempre,1 vez por semana ou menos,Sempre,Residência,N,N,,,N,,,N,N,2023-01-01,,,2023-01-01,,GDI,S,2018-03-20,,
19556870,448137303189.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,4.0,2026-03-01,,,,Trabalho,RENAULT,Kwid E-Tech,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,900.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto;supermercado ,S,N,,,S,Renault ,menor que 4 kW,N,N,,,,,,,N,2020-09-11,,
107233975,603882103115.0,Reserva,Reserva,LG,FAZENDA RIO GRANDE,B1,1.0,BI,10.0,,,,,Trabalho,RENAULT,Kwid E-Tech,2023.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1000.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência,N,N,,,S,Renault,menor que 4 kW,N,N,2024-04-01,,,2024-04-01,,GDII,S,2023-01-17,,
63759578,197649003121.0,Controle,Controle,LG,DOIS VIZINHOS,B1,1.0,BI,16.0,2026-03-01,,,,Trabalho,RENAULT,Kwid E-Tech,2024.0,Carro,Eletrico,Proprio,Não sei,1.0,600.0,Frequentemente,de 6 a 7 vezes por semana,Raramente,Residência,N,N,,,S,Renault,menor que 4 kW,N,N,2026-01-01,,,2025-02-01,,GDII,S,2003-01-28,,
95786406,507915803136.0,Ativo,Ativo,LG,FAZENDA RIO GRANDE,B1,1.0,BI,10.0,2026-03-01,,,,Trabalho,RENAULT,Kwid E-Tech,2025.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,2.0,6.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,IPE,entre 4 e 8 kW,N,N,,,,,,,N,2014-05-29,,
93164742,534425603180.0,Reserva,Reserva,LG,FOZ DO IGUACU,B1,1.0,BI,15.0,,,,,Trabalho,RENAULT,Kwid E-Tech,2023.0,Carro,Eletrico,Proprio,Não sei,1.0,1000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,APTIV,menor que 4 kW,N,N,2025-05-01,,,2025-05-01,,GDII,S,2015-11-04,,
96263881,512496903149.0,Ativo,Ativo,LG,CANDOI,B1,1.0,TR,6.0,2026-03-01,,,,Pessoal,RENAULT,Megane E-Tech,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,350.0,Frequentemente,1 vez por semana ou menos,Frequentemente,Residência;Shopping;Eletroposto;,S,S,Evowatt Home,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2025-06-03,,
98830376,463340703195.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,RANGE,ROVER Sport 2023 PHEV,,Carro,Hibrido,Proprio,Não sei,2.0,400.0,Sempre,de 4 a 5 vezes por semana,Raramente,Residência;,N,S,Nexo Charger ,entre 4 e 8 kW,N,,,N,N,2026-04-01,,,,,,N,2012-01-27,,
92941192,482450003123.0,Ativo,Ativo,LG,AMPERE,B1,1.0,TR,4.0,2026-03-01,,,,Pessoal,PORSCHE,Cayenne E-Hybrid,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,150.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência,S,N,,,S,PORSCHE,entre 8 e 12 kW,N,N,,,,,,,N,2013-01-28,2026-07-20,S
101675062,553213003100.0,Ativo,Ativo,LG,FAZENDA RIO GRANDE,B1,1.0,BI,9.0,2026-03-01,,,,Trabalho,NISSAN,Leaf,2022.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1300.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência;Eletroposto;Shopping;,S,N,,,S,Nissan,menor que 4 kW,N,N,,,,,,,N,2021-02-17,2025-08-20,
23678593,49735903151.0,Ativo,Ativo,LG,PIRAQUARA,B1,1.0,BI,15.0,2026-03-01,,,,Trabalho,NISSAN,Leaf,2022.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,200.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto,S,S,NeoCharge NC7,entre 4 e 8 kW,N,Nissan,menor que 4 kW,N,N,2026-07-01,,,,,,N,2025-12-23,2026-02-16,
102446121,560596303185.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,9.0,2026-03-01,,,,Pessoal,MITSUBISHI,Outlander,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,300.0,Sempre,de 6 a 7 vezes por semana,Frequentemente,Residência,N,N,,,S,Mitsubishi ,menor que 4 kW,N,N,,,,,,,N,2017-07-13,,
6612725,436978003134.0,Ativo,Ativo,LG,PINHAIS,B1,1.0,BI,17.0,2026-03-01,,,,Trabalho,JAC,E-JS1,2023.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,200.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto;,N,S,JAC Smart,entre 4 e 8 kW,S,JAC ,menor que 4 kW,N,N,,,,,,,N,2019-12-20,,
10551182,155775503140.0,Ativo,Ativo,LG,PATO BRANCO,B1,1.0,BI,14.0,2026-03-01,,,,Trabalho,JAC,E-JS1,2023.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,500.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência;,N,S,JAC Smart,entre 4 e 8 kW,N,,,N,N,2026-08-01,,,,,,N,2026-04-22,,
112453570,650810503170.0,Controle,Removido,LG,PIRAQUARA,B1,1.0,MO,19.0,2026-03-01,2026-06-04,TROCA DE TITULARIDADE,N,Trabalho,JAC,E-JS1,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,1000.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto;,S,S,JAC Smart,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2026-06-04,2026-06-04,S
90216806,412449003170.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,TR,10.0,2026-03-01,,,,Trabalho,JAC,E-JS1,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,900.0,Frequentemente,de 4 a 5 vezes por semana,Raramente,Residência;Eletroposto,N,S,JAC Smart,entre 4 e 8 kW,N,,,N,N,2026-05-01,,,,,,N,2024-10-15,,
93126786,480698303164.0,Ativo,Ativo,LG,SANTA TEREZINHA DE ITAIPU,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,GWM,Haval H6 GT,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,650.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência,N,N,,,S,GWM,menor que 4 kW,N,N,2023-03-01,,,2023-03-01,,GDI,S,2026-06-30,,
3942430,179202103110.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,BI,11.0,2026-03-01,,,,Pessoal,GWM,Ora 03 GT,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,600.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência,N,N,,,S,GWM,menor que 4 kW,N,N,2024-08-01,,,2024-08-01,,GDII,S,1995-09-06,,
107189828,603488903181.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,17.0,2026-03-01,,,,Pessoal,GWM,Haval H6 PHEV19,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,200.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência;,S,S,WEG WALL G2,entre 4 e 8 kW,S,GWM,menor que 4 kW,N,N,2024-03-01,,,2021-06-01,,GDI,S,2020-09-23,,
109723260,626295703151.0,Ativo,Ativo,LG,COLOMBO,B1,1.0,BI,1.0,2026-03-01,,,,Pessoal,GWM,Haval H6 PHEV19,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,300.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência;,N,S,GWM ,entre 4 e 8 kW,S,GWM,menor que 4 kW,N,N,,,,,,,N,2025-05-05,,
88686043,99667403144.0,Controle,Controle,LG,IRATI,B1,1.0,TR,10.0,2026-03-01,,,,Pessoal,GWM,Haval H6,2024.0,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,2.0,500.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência,S,S,Feyree EVSE,entre 4 e 8 kW,S,GWM,menor que 4 kW,N,N,2026-04-01,,,2025-08-01,,GDI,S,2012-04-16,,
84131144,137326403134.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,BI,18.0,2026-03-01,,,,Pessoal,GWM,Haval H6 PHEV19,,Carro,Hibrido,Proprio,Não sei,1.0,500.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,GWM,menor que 4 kW,N,N,,,,,,,N,1978-04-20,,
10688595,102613603189.0,Ativo,Ativo,LG,PEROLA DOESTE,B1,1.0,BI,18.0,2026-03-01,,,,Pessoal,GWM,Haval H6 GT,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,300.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência;Eletroposto,S,S,ZHIDA ZDA4,entre 4 e 8 kW,N,,,N,N,2019-07-01,,,2019-06-01,,GDI,S,2018-10-03,,
19885679,154856303108.0,Ativo,Ativo,LG,SAO JORGE DOESTE,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,GWM,Haval,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,300.0,Frequentemente,1 vez por semana ou menos,Frequentemente,Residência;Eletroposto;,S,S,WEG WALL G2,entre 4 e 8 kW,N,,,N,N,,,,,,,N,1990-08-17,,
105666653,589840803157.0,Controle,Controle,LG,IRATI,B1,1.0,TR,14.0,2026-03-01,,,,Pessoal,GWM,Ora 03 Skin,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,180.0,Sempre,1 vez por semana ou menos,Sempre,Residência,S,S,GWM,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2019-08-28,,
75148536,324102203118.0,Ativo,Ativo,LG,SANTA TEREZINHA DE ITAIPU,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,GWM,Haval H6,2026.0,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,250.0,Sempre,de 2 a 3 vezes por semana,Frequentemente,Residência;,N,S,GWM ,entre 4 e 8 kW,N,,,N,N,2020-02-01,,,2020-01-01,,GDI,S,2007-05-11,,
104582030,580059803167.0,Ativo,Ativo,LG,ARAUCARIA,B1,1.0,TR,4.0,2026-03-01,,,,Pessoal,GWM,Ora,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,500.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,S,S,GWM ,entre 4 e 8 kW,N,,,N,N,2024-09-01,,,2022-11-01,,GDI,S,2018-11-27,,
91375444,455853403110.0,Ativo,Ativo,LG,FOZ DO IGUACU,B1,1.0,TR,5.0,2026-03-01,,,,Trabalho,GWM,Haval H6 GT,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,400.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,GWM,entre 4 e 8 kW,N,,,N,N,2026-05-01,,,2020-09-01,,GDI,S,2014-07-11,,
88811220,72298703198.0,Ativo,Removido,LG,PATO BRANCO,B1,1.0,TR,5.0,2026-03-01,2026-05-12,TROCA DE TITULARIDADE,N,Pessoal,GWM,Haval,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,400.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência;,N,S,GWM,entre 4 e 8 kW,N,,,N,N,2026-06-01,,,2026-06-01,,GDI,S,2021-04-26,2026-05-12,S
98451766,464801903139.0,Ativo,Ativo,LG,FRANCISCO BELTRAO,B1,1.0,TR,11.0,2026-03-01,,,,Pessoal,GWM,Haval H6 Premium PHEV,,Carro,Hibrido,Proprio,Não sei,1.0,120.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência,N,S,GWM,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2024-04-29,,
86535064,161989603193.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,BI,9.0,2026-03-01,,,,Pessoal,GWM,Ora 03 Skin,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,2.0,500.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência,S,S,GWM,entre 4 e 8 kW,N,,,N,N,,,,,,,N,2010-05-17,,
109846869,627398503131.0,Reserva,Reserva,LG,CASCAVEL,B1,1.0,TR,12.0,,,,,Pessoal,GWM,Ora 03,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,800.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;Trabalho;Eletroposto;Shopping,S,S,GWM,entre 4 e 8 kW,N,,,N,N,2026-04-01,,,2024-11-01,,GDII,S,2022-04-04,,
106135546,594081303130.0,Reserva,Reserva,LG,NOVA SANTA ROSA,B1,1.0,TR,15.0,,,,,Pessoal,GWM,Ora 03 GT,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,200.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,S,S,GWM,entre 4 e 8 kW,N,,,N,N,2024-07-01,,,2024-04-01,,GDII,S,2019-12-06,,
94503087,493974703156.0,Controle,Controle,LG,CASCAVEL,B1,1.0,TR,12.0,2026-03-01,,,,Pessoal,CHEVROLET,Bolt,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,200.0,Frequentemente,1 vez por semana ou menos,Às vezes,Residência,N,N,,,S,Evowatt Mini,menor que 4 kW,N,N,2025-01-01,,,,,,N,2024-02-19,,
95519190,504656203101.0,Controle,Controle,LG,PINHAIS,B1,1.0,BI,3.0,2026-03-01,,,,Trabalho,CHEVROLET,Bolt,,Carro,Eletrico,Alugado,Entre 61 e 80 kWh,1.0,1200.0,Frequentemente,de 6 a 7 vezes por semana,Sempre,Eletroposto,S,N,,,S,Chevrolet Smart,entre 4 e 8 kW,N,N,,,,,,,N,2026-04-01,,
67788289,108429603144.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,18.0,2026-03-01,,,,Trabalho,CHEVROLET,Bolt,2023.0,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,1.0,2000.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência;Trabalho,S,S,Komeco KOEV,entre 4 e 8 kW,N,,,N,N,2023-03-01,,,2023-02-01,,GDI,S,2006-12-11,,
71910719,9994303106.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,BI,11.0,2026-03-01,,,,Pessoal,CAOA CHERRY,Tiggo 8 Pro PHEV,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,300.0,Sempre,de 6 a 7 vezes por semana,Às vezes,Residência;,N,N,,,S,CAOA CHERRY,menor que 4 kW,N,N,2024-05-01,,,2023-05-01,,GDII,S,2015-02-10,,
79792634,238255403100.0,Ativo,Ativo,LG,NOVA SANTA ROSA,B1,1.0,TR,15.0,2026-03-01,,,,Pessoal,CAOA CHERRY,Tiggo 8 Pro PHEV,2024.0,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,400.0,Frequentemente,de 2 a 3 vezes por semana,Sempre,Residência,S,S,Feyree EVSE,entre 4 e 8 kW,S,CAOA CHERRY,menor que 4 kW,N,N,2026-05-01,,,2022-04-01,,GDI,S,2009-03-05,,
84955007,391846103142.0,Controle,Removido,LG,PATO BRANCO,B1,1.0,BI,15.0,2026-03-01,2026-03-07,UC DESLIGADA,N,Pessoal,CAOA CHERRY,Tiggo 8,2024.0,Carro,Hibrido,Proprio,Não sei,1.0,1000.0,Sempre,de 4 a 5 vezes por semana,Às vezes,Residência,N,N,,,S,CAOA CHERRY,menor que 4 kW,N,N,,,,,,,N,2026-07-10,2026-07-10,S
97400602,522562903109.0,Ativo,Ativo,LG,TOLEDO,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,CAOA CHERRY,Tiggo 8,,Carro,Hibrido,Proprio,Entre 61 e 80 kWh,1.0,250.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,N,N,,,S,CAOA CHERRY,menor que 4 kW,N,N,2022-04-01,,,2022-04-01,,GDI,S,2015-03-05,,
77630769,446951403124.0,Ativo,Ativo,LG,ARAUCARIA,B1,1.0,BI,17.0,2026-03-01,,,,Pessoal,CAOA CHERRY,Tiggo 8 Pro PHEV,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,260.0,Sempre,de 4 a 5 vezes por semana,Frequentemente,Residência,N,N,,,N,,,N,N,,,,,,,N,2007-04-04,,
10229426,437021003180.0,Ativo,Ativo,LG,MEDIANEIRA,B1,1.0,TR,13.0,2026-03-01,,,,Pessoal,BYD,Shark,,Carro,Hibrido,Proprio,Entre 21 e 40 kWh,1.0,90.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,N,S,BYD,entre 4 e 8 kW,S,TAYSLA PHANTON 3,menor que 4 kW,N,N,2024-12-01,,,2021-11-01,,GDI,S,2014-10-17,,
69672911,439434903183.0,Controle,Controle,LG,ARAUCARIA,B1,1.0,TR,6.0,2026-03-01,,,,Pessoal,BYD,Dolphin GS,,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,200.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;Eletroposto;Shopping;,S,S,BYD,entre 4 e 8 kW,S,TAYSLA PHANTON 3,menor que 4 kW,N,N,2025-11-01,,,2025-11-01,,GDII,S,2007-03-13,,
101202237,548668003165.0,Ativo,Ativo,LG,PONTA GROSSA,B1,1.0,TR,3.0,2026-03-01,,,,Pessoal,BYD,Dolphin Plus,2024.0,Carro,Eletrico,Proprio,Entre 41 e 60 kWh,1.0,200.0,Sempre,1 vez por semana ou menos,Sempre,Residência;,S,S,ZHIDA ZDA4,entre 4 e 8 kW,S,TAYSLA PHANTON 7,entre 4 e 8 kW,N,N,2025-10-01,,,2025-11-01,,GDI,S,2016-09-19,2025-09-10,
76908623,190446603113.0,Ativo,Ativo,LG,CASCAVEL,B1,1.0,TR,8.0,2026-03-01,,,,Pessoal,BYD,Dolphin Mini,2024.0,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,250.0,Sempre,de 2 a 3 vezes por semana,Sempre,Residência,S,S,BYD,entre 4 e 8 kW,S,TAYSLA PHANTON 7,entre 4 e 8 kW,N,N,2023-06-01,,,,,,N,2008-07-28,,
83255818,84858303170.0,Ativo,Ativo,LG,ITAIPULANDIA,B1,1.0,BI,8.0,2026-03-01,,,,Trabalho,BYD,Song Plus,2025.0,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,500.0,Sempre,de 4 a 5 vezes por semana,Sempre,Residência,N,N,,,S,TAYSLA PHANTON 3,menor que 4 kW,N,N,2021-05-01,,,2021-05-01,,GDI,S,2013-03-20,,
18084770,64939603151.0,Controle,Controle,LG,IRATI,B1,1.0,TR,7.0,2026-03-01,,,,Pessoal,BYD,Song Plus,,Carro,Hibrido,Proprio,Não sei,1.0,500.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência,N,S,BYD AC,entre 8 e 12 kW,S,TAYSLA PHANTON 3,menor que 4 kW,N,N,2023-01-01,,,2023-01-01,,GDI,S,1968-09-11,,
108430766,614720603103.0,Controle,Controle,LG,PONTA GROSSA,B1,1.0,BI,3.0,2026-03-01,,,,Pessoal,BYD,King,,Carro,Hibrido,Proprio,Menor que 20 kWh,1.0,500.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,BYD 7,entre 4 e 8 kW,N,N,2026-08-01,,,,,,N,2021-05-14,,
95723340,507727603168.0,Ativo,Ativo,LG,SAO JOSE DOS PINHAIS,B1,1.0,BI,6.0,2026-03-01,,,,Trabalho,BYD,Dolphin,,Carro,Eletrico,Proprio,Entre 21 e 40 kWh,1.0,600.0,Sempre,de 6 a 7 vezes por semana,Sempre,Residência,N,N,,,S,BYD 3,menor que 4 kW,N,N,,,,,,,N,2021-08-26,,
49970836,77651403189.0,Controle,Controle,LG,IMBITUVA,B1,1.0,TR,2.0,2026-03-01,,,,Pessoal,BYD,Han GS,,Carro,Eletrico,Proprio,Entre 61 e 80 kWh,2.0,750.0,Frequentemente,de 2 a 3 vezes por semana,Frequentemente,Residência;,S,S,BYD,entre 4 e 8 kW,S,Neocharge,entre 4 e 8 kW,N,N,2023-10-01,,,,,,N,2012-03-01,,
